Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,528,1473,7884,7934,5372,807,5152,590,961,2693,166,210,0,137,41
1,20000,543,1497,7954,7804,5628,806,5085,572,966,2522,158,195,0,124,58
1,20000,598,2136,9107,9141,7173,984,5104,749,821,3132,198,351,257,193,0
1,20000,674,1387,8271,8360,6391,851,4395,764,710,2604,0,436,147,459,114
1,20000,530,1764,9548,9501,7334,861,4882,331,448,2783,233,337,131,131,94
1,20000,478,1586,8984,8958,7191,990,4135,998,840,2684,216,127,97,181,169
1,20000,633,1798,9144,9001,6584,737,4617,391,728,2842,74,294,117,90,37
1,20000,503,2143,9223,9096,6869,936,4438,656,761,3047,278,333,49,332,56
1,20000,439,1681,9764,9550,6683,941,4788,391,601,2501,99,238,98,157,112
1,20000,675,1583,8659,8513,6113,640,4537,543,680,2210,69,255,216,348,74
1,20000,344,1910,8681,8829,6941,1103,4743,435,892,2849,170,201,126,250,163
1,20000,234,2261,9272,9175,7098,969,4887,655,805,3035,246,176,217,169,135
1,20000,478,1500,8971,8981,6594,1083,4825,787,740,2864,127,369,165,142,63
1,20000,546,1954,8165,8186,5988,722,4707,618,774,2977,172,299,130,296,209
1,20000,443,1423,9031,9110,7002,853,4617,619,568,2217,233,126,106,74,73
1,20000,392,2054,8154,8322,6253,1038,4500,505,716,2953,154,80,84,132,167
1,20000,608,2070,9137,9027,7208,787,5368,764,814,3217,205,348,260,194,0
1,20000,673,1291,8312,8297,6375,833,4492,763,727,2648,0,449,161,445,109
1,20000,527,1594,9341,9406,7311,1009,4898,335,457,2670,233,340,133,132,87
1,20000,474,1575,8797,8914,7215,868,4087,1013,840,2642,203,136,100,164,180
1,20000,655,1910,9063,9085,6560,710,4735,389,740,2917,82,281,111,87,59
1,20000,502,2267,9223,9316,6967,920,4648,672,777,2786,269,330,58,329,62
1,20000,440,1712,9603,9690,6493,941,4920,391,588,2684,85,246,77,154,117
1,20000,669,1782,8469,8580,6174,688,4499,543,672,2255,81,238,210,342,89
1,20000,352,1834,8652,8815,6873,1015,4761,425,906,2973,165,213,124,260,180
1,20000,240,2246,9031,9214,7295,1073,5078,650,802,2980,261,170,218,176,138
1,20000,490,1437,8935,8862,6355,1156,4807,782,726,2737,134,363,172,120,56
1,20000,540,1786,7978,8178,5936,834,4884,619,785,2811,169,298,141,291,217
1,20000,424,1408,9253,9071,6956,846,4654,619,554,1948,235,125,121,89,87
1,20000,395,1846,8347,8105,6511,889,4457,500,715,3025,169,101,79,135,163
1,20000,298,1465,8939,8927,6928,743,4799,497,956,2663,221,96,55,260,76
1,20000,409,1486,9150,8924,6558,983,4549,589,610,2937,197,244,49,277,139
1,20000,266,2082,9838,9892,6951,932,4990,602,665,3813,233,210,92,0,41
1,20000,614,1035,9071,9098,7133,807,4563,897,845,2702,296,189,112,259,160
1,20000,233,1236,8436,8435,6324,1004,4383,607,832,2822,227,327,128,436,119
1,20000,359,1731,8189,8162,6005,798,5008,669,562,2605,143,154,152,184,112
1,20000,663,2244,7469,7500,5850,871,4389,602,873,2967,220,66,130,108,118
1,20000,406,1261,8444,8666,6735,983,5059,757,788,3005,161,307,175,311,80
1,20000,534,1572,7673,7643,6089,903,4859,883,730,2703,161,169,56,303,50
1,20000,573,1911,8297,8296,6558,811,5131,301,615,3149,116,332,127,124,168
1,20000,554,2364,8055,7798,5721,889,5135,711,968,3189,231,319,88,197,78
1,20000,222,1743,9123,9309,7293,889,4931,782,620,2763,130,309,78,195,87
1,20000,820,1961,8855,8674,7112,797,4648,523,571,2673,81,267,51,211,151
1,20000,562,1286,10084,10060,6868,1155,5385,546,718,3140,159,238,46,157,0
1,20000,339,1876,8743,8669,6579,698,4413,770,771,2884,62,386,129,124,152
1,20000,336,1990,7772,7759,5903,1012,4519,553,547,2451,110,230,82,122,231
1,20000,807,1376,8501,8468,6176,815,4713,554,601,2312,322,237,47,115,41
1,20000,746,2108,8889,8786,6628,1067,5594,527,993,3581,165,307,82,252,76
1,20000,388,1713,8637,8738,6520,753,5408,297,588,2458,252,161,76,91,111
1,20000,483,1990,8976,9178,7233,869,5393,738,1095,2446,172,248,91,46,214
1,20000,627,2316,8484,8781,6930,982,4350,717,781,2621,450,0,0,439,0
1,20000,169,1677,8655,8647,6293,875,4232,852,439,2819,0,604,143,119,139
1,20000,622,1587,9018,9098,6496,914,5569,708,819,2369,228,0,0,123,0
1,20000,579,1831,9257,9149,6747,1121,4798,335,882,2517,127,0,255,124,144
1,20000,667,1843,9730,9884,6774,976,5222,557,544,1679,249,378,245,506,0
1,20000,312,2108,8624,8770,6425,850,5601,477,357,2766,342,448,116,220,0
1,20000,358,1222,8262,8476,6566,750,4866,588,525,2315,153,168,152,316,163
1,20000,450,1590,8635,8614,6331,923,4733,464,656,3252,354,599,142,137,0
1,20000,397,1495,9080,9038,7486,782,3981,613,666,2475,243,242,0,249,0
1,20000,693,1634,8684,8742,6873,769,4487,403,839,3226,0,391,146,388,0
1,20000,435,1635,9316,9407,7010,988,4633,658,545,2470,0,133,0,0,0
1,20000,689,1642,9636,9499,6591,947,4584,737,835,2932,281,154,134,0,0
1,20000,322,1491,7055,7230,5645,880,5144,452,892,2663,261,150,263,397,138
1,20000,422,1577,8229,8033,6090,884,5490,640,748,2375,135,252,249,122,0
1,20000,551,1659,8109,8258,6296,922,5115,716,606,2114,513,512,275,147,0
1,20000,483,1450,8103,8097,6211,891,4478,565,793,2644,278,139,0,530,145
1,20000,568,1952,7953,8112,6106,721,4507,643,944,2607,137,127,0,138,133
1,20000,357,2033,8406,8412,6007,858,4477,791,788,2893,270,126,252,139,147
1,20000,678,1752,7842,7703,5657,919,4461,687,676,3099,0,239,0,366,134
1,20000,438,2211,8393,8489,6831,974,5046,386,972,2527,180,304,0,130,66
1,20000,553,1670,8270,8507,6025,928,5018,577,846,2722,103,366,274,219,55
1,20000,405,1947,8239,8078,6167,871,4327,623,853,2118,353,278,188,272,52
1,20000,451,1839,8231,8479,5964,779,4334,345,649,3260,328,195,85,518,148
1,20000,470,2008,8433,8469,6117,1076,4644,538,751,3086,120,114,69,0,51
1,20000,303,2029,8223,8176,6239,925,4511,257,539,2761,192,351,237,408,0
1,20000,586,1450,7592,7797,6187,948,4294,740,795,2335,240,351,0,176,295
1,20000,743,1604,8081,8163,6032,787,4764,782,839,2384,264,271,263,85,135
1,20000,400,2025,8348,8581,6235,981,4671,558,574,3346,176,240,0,182,126
1,20000,827,1310,8509,8526,6474,963,4228,364,717,2644,203,339,144,86,338
1,20000,482,2032,8436,8409,6191,619,4365,767,770,2287,428,383,110,179,65
1,20000,436,1532,9009,8816,6032,864,4950,419,799,2850,157,225,60,279,109
1,20000,484,1875,8761,8544,6187,955,4512,390,781,2515,201,388,127,245,144
1,20000,459,1798,8514,8272,6005,917,5385,515,708,2851,97,298,120,291,75
1,20000,468,1650,8042,8056,6173,725,5195,622,788,2275,174,245,78,368,0
1,20000,543,1517,7849,7782,5855,1013,3807,488,966,3383,256,262,202,238,76
1,20000,460,1942,8943,8947,5877,944,5408,337,600,2437,79,315,78,394,137
1,20000,498,1742,7795,7834,6247,943,4533,527,682,2818,303,354,128,303,0
1,20000,602,2257,8212,8099,5945,904,4865,626,509,2430,0,223,57,217,169
1,20000,401,1699,7859,7710,6362,886,4918,537,872,2292,156,164,114,313,228
1,20000,410,1762,7423,7411,5315,951,4727,619,503,3041,184,235,135,183,61
1,20000,643,1693,7368,7575,5531,990,4807,838,823,2849,142,308,119,62,235
1,20000,419,1338,8065,8126,6121,808,5066,623,896,3077,239,310,81,234,70
1,20000,691,1030,8689,8750,5491,864,4441,698,868,2357,96,233,53,151,151
1,20000,824,1721,8253,8167,6042,1003,4816,647,601,3283,165,364,60,87,85
