Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,306,896,8349,6309,4229,543,1975,285,536,3219,105,164,68,151,68
1,20000,272,933,6348,6417,3620,578,1828,0,0,2978,131,244,56,53,83
1,20000,294,872,6617,6325,3707,521,2641,182,345,3268,102,186,82,153,23
1,20000,3901,453,6620,6341,3725,573,992,493,318,3605,65,165,71,165,31
1,20000,298,855,6493,6239,3647,602,1620,0,0,2906,105,119,57,145,0
1,20000,3739,471,6481,6042,3726,580,1781,165,315,3140,111,185,97,164,73
1,20000,3266,485,6499,6361,3676,566,1477,154,452,2886,111,240,141,184,144
1,20000,248,897,6597,6766,3511,596,1341,167,310,2991,103,143,108,75,71
1,20000,333,894,6456,6459,3555,543,1433,147,397,2369,148,157,116,230,96
1,20000,287,941,6146,6512,3519,684,2279,297,406,3573,103,156,87,43,38
1,20000,258,947,6314,6723,3558,589,2079,269,329,3417,129,81,69,171,64
1,20000,297,905,6119,6481,3714,579,1666,341,425,3494,154,139,137,108,73
1,20000,281,955,6558,6603,3449,598,2195,280,458,3749,63,171,40,150,96
1,20000,297,901,6321,6576,3708,565,1899,344,480,3500,120,168,54,98,100
1,20000,291,963,6444,6460,3545,525,2226,361,342,3843,62,109,46,132,96
1,20000,3804,496,6623,6375,3636,511,2196,367,456,3443,136,210,133,94,57
1,20000,258,957,6380,8341,3427,553,2176,306,415,3450,94,152,57,112,92
1,20000,380,909,6376,6331,3388,521,1926,323,477,3450,100,145,80,184,117
1,20000,236,846,6616,6376,3749,514,2069,279,408,3530,116,204,108,129,110
1,20000,276,856,6522,6443,3820,548,2045,351,524,3324,81,996,50,111,48
1,20000,281,744,6332,6407,3790,531,2355,349,383,3316,79,167,76,115,79
1,20000,238,891,4708,6587,2573,285,1824,314,451,3207,111,159,96,143,93
1,20000,219,775,6253,6439,3592,581,1906,278,386,3449,126,226,81,150,89
1,20000,282,895,6286,6643,3659,584,2116,353,452,3274,87,918,58,104,56
1,20000,274,940,6646,6206,3694,554,2043,309,437,3509,97,223,90,108,74
1,20000,269,967,6752,6048,3565,593,1839,336,394,3227,64,137,60,134,66
1,20000,202,868,6665,6955,3837,601,2059,365,379,3555,120,151,80,155,59
1,20000,269,985,6402,6372,3712,543,2084,313,387,3393,125,145,133,136,40
1,20000,297,934,6361,6626,3248,514,1836,331,463,3201,104,130,0,134,45
1,20000,127,808,6505,6240,3893,528,2051,360,408,3478,85,134,73,183,87
1,20000,323,951,6784,6508,3910,626,2010,255,414,3517,123,157,71,134,61
1,20000,335,815,6305,6725,3835,555,2040,332,448,3512,77,133,97,130,74
1,20000,353,1006,7034,6578,4290,587,2167,305,464,2777,99,919,41,89,54
1,20000,268,840,6629,6733,3703,567,1148,0,169,3346,48,993,49,130,59
1,20000,275,835,6323,6487,3683,532,1562,173,328,3037,99,176,105,123,61
1,20000,266,756,6477,6540,3584,568,1755,306,459,3097,118,168,86,160,92
1,20000,209,902,6646,6494,3766,499,1766,313,467,2939,99,172,82,146,87
1,20000,272,877,6486,8416,3786,561,1855,0,0,3486,82,839,38,78,64
1,20000,296,890,6547,7153,3791,593,1716,155,308,3051,111,215,77,120,88
1,20000,3262,504,6521,6334,3677,551,1487,162,169,2775,90,379,161,232,109
1,20000,358,913,6704,6483,3837,560,2137,273,330,3536,87,92,17,128,101
1,20000,277,908,6501,6126,3685,540,2065,342,394,3483,116,198,168,109,88
1,20000,266,953,6301,6631,3462,538,1947,358,405,3167,116,223,71,90,68
1,20000,163,898,6675,6418,3719,526,1929,274,253,3552,93,150,56,88,71
1,20000,240,943,6487,6309,3568,566,1888,394,427,3382,89,138,120,160,52
1,20000,248,878,6498,7024,3700,581,2146,421,474,3339,135,211,80,187,67
1,20000,384,905,6589,6424,3382,529,1933,325,491,3310,115,161,68,199,112
1,20000,255,847,6652,6481,3545,519,1994,283,416,3472,107,198,110,144,105
1,20000,287,848,6499,6436,3838,553,2136,342,527,3399,97,997,34,98,66
1,20000,289,726,6594,6384,3561,533,2261,354,398,3242,72,174,62,123,87
1,20000,231,894,4789,6753,2531,294,1891,308,447,3153,117,157,85,161,104
1,20000,211,758,6308,6495,3695,597,1853,271,383,3355,134,208,57,138,84
1,20000,288,903,6249,6139,3779,581,2049,353,445,3276,89,919,54,109,65
1,20000,280,925,6604,6601,3660,551,2112,314,424,3644,90,210,88,125,70
1,20000,280,953,6491,6565,3552,591,1846,332,395,3300,75,155,61,128,54
1,20000,189,873,6406,6459,3615,619,2023,364,392,3633,120,148,88,165,65
1,20000,258,982,6604,6472,3703,530,2127,320,387,3427,111,125,127,138,53
1,20000,301,946,6415,6485,3278,495,1897,326,449,3476,97,135,0,128,38
1,20000,128,807,6514,6392,3869,522,2119,364,397,3632,72,142,66,180,89
1,20000,344,943,6654,6468,3865,626,2065,269,405,3483,103,146,61,113,68
1,20000,250,950,6479,6635,3844,552,1860,250,327,3411,93,158,101,146,69
1,20000,252,881,6516,6500,3482,566,1959,343,429,3279,48,931,35,115,71
1,20000,275,886,6408,6370,3714,646,2037,364,484,3193,122,174,61,116,52
1,20000,249,798,6342,6479,3715,612,1973,340,361,3462,124,222,72,141,78
1,20000,257,836,6791,6464,3786,565,2255,307,555,3301,92,890,37,81,46
1,20000,342,934,6592,6713,3570,566,2153,286,438,3456,150,221,55,127,54
1,20000,297,947,6492,6470,3424,554,2790,403,523,2886,138,183,78,228,54
1,20000,289,901,6889,6259,3837,635,2553,379,479,2815,109,142,91,129,75
1,20000,354,818,6415,6337,3624,543,2105,326,353,3378,157,112,47,160,130
1,20000,293,802,6435,6393,3703,609,1852,244,534,3245,66,970,80,130,52
1,20000,303,864,6487,6689,3768,478,2043,162,314,2969,141,193,107,149,72
1,20000,244,963,6488,6307,3837,621,1698,453,152,3294,111,207,67,157,73
1,20000,282,890,6441,6681,3557,582,1868,0,452,3559,106,788,52,88,61
1,20000,299,797,6405,6399,3651,600,2034,160,486,3047,102,954,62,118,80
1,20000,204,908,6182,6614,3966,453,1374,137,397,2704,90,163,76,108,75
1,20000,236,943,6659,6551,3692,560,2103,0,624,3342,112,817,55,113,59
1,20000,343,895,6259,6416,3630,585,1956,155,164,3344,113,185,83,176,70
1,20000,274,820,6691,6968,3621,608,1182,296,156,2935,92,182,97,129,65
1,20000,328,924,6647,6605,3807,570,1832,341,327,3699,119,131,51,156,50
1,20000,324,810,6288,6673,3826,566,2154,332,452,3592,79,122,96,135,78
1,20000,357,992,7023,6606,4459,580,2262,315,476,2937,82,932,53,93,57
1,20000,279,855,6535,6470,3696,554,1125,0,184,3477,65,991,54,110,51
1,20000,273,825,6405,6385,3815,510,1570,177,328,2798,115,158,101,110,48
1,20000,247,739,6540,6379,3545,568,1571,293,462,2884,121,145,71,160,92
1,20000,204,713,6506,6327,3681,493,1935,305,449,2894,89,179,81,143,91
1,20000,272,696,6318,6429,3593,551,1819,0,0,3252,86,832,39,69,59
1,20000,283,899,6669,6502,3738,605,1702,167,315,3056,99,216,82,138,79
1,20000,3282,499,6354,6491,3755,549,1621,149,155,2987,94,367,161,227,104
1,20000,277,972,6515,6522,3588,610,2218,0,161,2740,94,173,78,97,88
1,20000,263,891,6594,6495,3692,618,1470,159,177,3261,106,210,96,193,78
1,20000,220,911,6261,6454,3645,581,2272,348,300,3422,167,232,106,149,85
1,20000,286,948,6287,6317,3574,674,2241,302,404,3640,114,167,98,50,48
1,20000,273,947,6425,6478,3616,583,2014,266,332,3301,111,100,50,169,70
1,20000,279,894,6194,6547,3725,577,1795,327,409,3705,135,133,152,117,69
1,20000,278,952,6648,6419,3623,608,1948,291,458,3690,50,173,37,163,92
1,20000,312,902,6229,6325,3752,561,1870,339,487,3401,123,151,73,122,96
1,20000,289,956,6378,6382,3830,523,2188,359,328,3824,70,107,36,130,108
1,20000,369,933,6786,6422,3614,560,2062,277,320,3477,85,98,30,131,97
1,20000,284,916,6297,6374,3748,532,1948,324,404,3377,111,215,161,118,70
1,20000,273,960,6429,6406,3666,535,2002,363,417,3136,133,215,83,82,71
1,20000,175,922,6463,6709,3608,527,1805,296,247,3491,82,131,36,84,69
1,20000,252,958,6395,6525,3627,578,1903,410,443,3377,95,144,100,171,53
1,20000,257,890,6343,6712,3608,573,2029,410,466,3586,124,204,74,189,49
1,20000,1310,639,6504,6591,3716,602,2014,164,307,2687,165,118,65,209,67
1,20000,239,951,6599,6512,3838,549,1776,234,324,3410,89,166,99,147,68
1,20000,240,889,6311,6430,3656,567,1996,337,435,3315,46,929,56,123,75
1,20000,285,889,6320,6635,3603,666,1985,378,468,3272,132,182,63,111,54
1,20000,246,791,6259,6309,3771,595,2015,344,360,3478,123,206,70,136,67
