Class,CPU_CLK_UNHALTED.REF_TSC,ICACHE.IFETCH_STALL,ICACHE.MISSES,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,ITLB_MISSES.WALK_COMPLETED,EPT.WALK_CYCLES,FP_ASSIST.ANY,FP_ASSIST.SIMD_INPUT,FP_ASSIST.SIMD_OUTPUT,DTLB_STORE_MISSES.WALK_COMPLETED,DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,DTLB_STORE_MISSES.WALK_COMPLETED_4K,DTLB_STORE_MISSES.WALK_DURATION,INST_RETIRED.ANY,INST_RETIRED.ANY_P,INST_RETIRED.PREC_DIST,INT_MISC.RECOVERY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.STLB_HIT_2M,DTLB_LOAD_MISSES.STLB_HIT_4K,DTLB_LOAD_MISSES.WALK_COMPLETED,HLE_RETIRED.ABORTED_MISC2,HLE_RETIRED.ABORTED_MISC3,HLE_RETIRED.ABORTED_MISC4,HLE_RETIRED.ABORTED_MISC5,FP_ASSIST.X87_INPUT,FP_ASSIST.X87_OUTPUT,HLE_RETIRED.ABORTED,HLE_RETIRED.ABORTED_MISC1,ITLB.ITLB_FLUSH,ITLB_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.STLB_HIT,ITLB_MISSES.STLB_HIT_2M,DTLB_STORE_MISSES.PDE_CACHE_MISS,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.STLB_HIT_2M,DTLB_STORE_MISSES.STLB_HIT_4K,DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,DTLB_LOAD_MISSES.WALK_COMPLETED_4K,DTLB_LOAD_MISSES.WALK_DURATION,DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,BR_INST_EXEC.TAKEN_INDIRECT_NEAR_CALL,BR_INST_EXEC.TAKEN_INDIRECT_NEAR_RETURN,BR_INST_RETIRED.ALL_BRANCHES,BR_INST_RETIRED.ALL_BRANCHES_PS,BACLEARS.ANY,BR_INST_EXEC.ALL_BRANCHES,BR_INST_EXEC.ALL_CONDITIONAL,BR_INST_EXEC.ALL_DIRECT_JMP,BR_INST_RETIRED.NEAR_RETURN_PS,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,BR_MISP_EXEC.ALL_CONDITIONAL,BR_MISP_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET,BR_MISP_EXEC.NONTAKEN_CONDITIONAL,BR_INST_EXEC.TAKEN_CONDITIONAL,BR_INST_EXEC.TAKEN_DIRECT_JUMP,BR_INST_EXEC.TAKEN_DIRECT_NEAR_CALL,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,BR_MISP_RETIRED.NEAR_TAKEN,BR_MISP_RETIRED.NEAR_TAKEN_PS,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,DTLB_LOAD_MISSES.PDE_CACHE_MISS,BR_INST_RETIRED.CONDITIONAL,BR_INST_RETIRED.CONDITIONAL_PS,BR_INST_RETIRED.FAR_BRANCH,BR_INST_RETIRED.NEAR_CALL,BR_INST_RETIRED.NEAR_CALL_PS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_RETIRED.NEAR_CALL_R3_PS,BR_INST_RETIRED.NEAR_RETURN,BR_INST_EXEC.ALL_DIRECT_NEAR_CALL,BR_INST_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET,BR_INST_EXEC.ALL_INDIRECT_NEAR_RETURN,BR_INST_EXEC.NONTAKEN_CONDITIONAL,BR_MISP_EXEC.TAKEN_CONDITIONAL,BR_MISP_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,BR_MISP_EXEC.TAKEN_INDIRECT_NEAR_CALL,BR_MISP_EXEC.TAKEN_RETURN_NEAR,BR_MISP_RETIRED.ALL_BRANCHES,BR_MISP_RETIRED.ALL_BRANCHES_PS,BR_MISP_RETIRED.CONDITIONAL,BR_MISP_RETIRED.CONDITIONAL_PS,L2_TRANS.ALL_REQUESTS,L2_TRANS.CODE_RD,L2_TRANS.DEMAND_DATA_RD,L2_TRANS.L1D_WB,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_DEMAND_REFERENCES,L2_RQSTS.ALL_PF,L2_RQSTS.ALL_RFO,L2_RQSTS.CODE_RD_HIT,L2_LINES_OUT.DEMAND_DIRTY,L2_RQSTS.ALL_CODE_RD,L2_RQSTS.ALL_DEMAND_DATA_RD,L2_RQSTS.ALL_DEMAND_MISS,L2_TRANS.L2_FILL,L2_TRANS.L2_WB,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,ITLB_MISSES.WALK_COMPLETED_2M_4M,ITLB_MISSES.WALK_COMPLETED_4K,ITLB_MISSES.WALK_DURATION,L1D.REPLACEMENT,L2_RQSTS.L2_PF_MISS,L2_RQSTS.MISS,L2_RQSTS.REFERENCES,L2_TRANS.ALL_PF,L2_RQSTS.CODE_RD_MISS,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,L2_RQSTS.L2_PF_HIT,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT_PS,L2_LINES_IN.E,L2_LINES_IN.I,L2_LINES_IN.S,L2_LINES_OUT.DEMAND_CLEAN,L1D_PEND_MISS.PENDING,L2_DEMAND_RQSTS.WB_HIT,L2_LINES_IN.ALL,L1D_PEND_MISS.PENDING_CYCLES,MEM_UOPS_RETIRED.SPLIT_STORES_PS,MEM_UOPS_RETIRED.STLB_MISS_LOADS,MEM_UOPS_RETIRED.STLB_MISS_LOADS_PS,MEM_UOPS_RETIRED.STLB_MISS_STORES,PAGE_WALKER_LOADS.DTLB_L2,PAGE_WALKER_LOADS.DTLB_L3,PAGE_WALKER_LOADS.DTLB_MEMORY,PAGE_WALKER_LOADS.EPT_DTLB_L1,MEM_LOAD_UOPS_RETIRED.L3_MISS,MEM_LOAD_UOPS_RETIRED.L3_MISS_PS,MEM_UOPS_RETIRED.ALL_LOADS,MEM_UOPS_RETIRED.ALL_LOADS_PS,MEM_LOAD_UOPS_RETIRED.L2_MISS,MEM_LOAD_UOPS_RETIRED.L2_MISS_PS,MEM_LOAD_UOPS_RETIRED.L3_HIT,MEM_UOPS_RETIRED.STLB_MISS_STORES_PS,MISALIGN_MEM_REF.LOADS,MISALIGN_MEM_REF.STORES,MOVE_ELIMINATION.INT_ELIMINATED,MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS,MEM_LOAD_UOPS_RETIRED.HIT_LFB,MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS,MEM_UOPS_RETIRED.SPLIT_LOADS,MEM_UOPS_RETIRED.SPLIT_LOADS_PS,MEM_UOPS_RETIRED.SPLIT_STORES,MEM_UOPS_RETIRED.ALL_STORES,MEM_UOPS_RETIRED.ALL_STORES_PS,MEM_UOPS_RETIRED.LOCK_LOADS,MEM_UOPS_RETIRED.LOCK_LOADS_PS,MOVE_ELIMINATION.INT_NOT_ELIMINATED,MOVE_ELIMINATION.SIMD_ELIMINATED,MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,PAGE_WALKER_LOADS.DTLB_L1,MEM_LOAD_UOPS_RETIRED.L2_HIT,MEM_LOAD_UOPS_RETIRED.L2_HIT_PS,MEM_LOAD_UOPS_RETIRED.L1_HIT,MEM_LOAD_UOPS_RETIRED.L1_HIT_PS,MEM_LOAD_UOPS_RETIRED.L1_MISS,MEM_LOAD_UOPS_RETIRED.L1_MISS_PS,TX_EXEC.MISC1,TX_EXEC.MISC2,TX_EXEC.MISC3,TX_EXEC.MISC4,UOPS_EXECUTED.CYCLES_GE_4_UOPS_EXEC,UOPS_EXECUTED.STALL_CYCLES,UOPS_ISSUED.ANY,UOPS_ISSUED.CORE_STALL_CYCLES,RS_EVENTS.EMPTY_END,RTM_RETIRED.ABORTED,RTM_RETIRED.ABORTED_MISC1,RTM_RETIRED.ABORTED_MISC2,RESOURCE_STALLS.RS,RESOURCE_STALLS.SB,ROB_MISC_EVENTS.LBR_INSERTS,RS_EVENTS.EMPTY_CYCLES,TX_EXEC.MISC5,TX_MEM.ABORT_CAPACITY_WRITE,TX_MEM.ABORT_CONFLICT,TX_MEM.ABORT_HLE_ELISION_BUFFER_MISMATCH,PAGE_WALKER_LOADS.EPT_DTLB_L2,PAGE_WALKER_LOADS.EPT_DTLB_L3,PAGE_WALKER_LOADS.EPT_DTLB_MEMORY,PAGE_WALKER_LOADS.EPT_ITLB_L1,RTM_RETIRED.COMMIT,RTM_RETIRED.START,TLB_FLUSH.DTLB_THREAD,TLB_FLUSH.STLB_ANY,RTM_RETIRED.ABORTED_MISC3,RTM_RETIRED.ABORTED_MISC4,RTM_RETIRED.ABORTED_MISC5,RTM_RETIRED.ABORTED_PS,UOPS_EXECUTED.CORE,UOPS_EXECUTED.CYCLES_GE_1_UOPS_EXEC,UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,PAGE_WALKER_LOADS.ITLB_L2,PAGE_WALKER_LOADS.ITLB_L3,RESOURCE_STALLS.ANY,RESOURCE_STALLS.ROB,PAGE_WALKER_LOADS.EPT_ITLB_L2,PAGE_WALKER_LOADS.EPT_ITLB_L3,PAGE_WALKER_LOADS.EPT_ITLB_MEMORY,PAGE_WALKER_LOADS.ITLB_L1,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,OFFCORE_REQUESTS.ALL_DATA_RD,OFFCORE_REQUESTS.DEMAND_CODE_RD,OFFCORE_REQUESTS.DEMAND_DATA_RD,OFFCORE_REQUESTS.DEMAND_RFO,UOPS_ISSUED.FLAGS_MERGE,UOPS_ISSUED.SINGLE_MUL,UOPS_ISSUED.SLOW_LEA,UOPS_ISSUED.STALL_CYCLES,OFFCORE_RESPONSE:request=ALL_CODE_RD:response=L3_HIT.ANY_RESPONSE,OFFCORE_RESPONSE:request=ALL_CODE_RD:response=L3_HIT.HITM_OTHER_CORE,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,UOPS_RETIRED.RETIRE_SLOTS_PS,UOPS_RETIRED.STALL_CYCLES,UOPS_RETIRED.TOTAL_CYCLES,UOPS_RETIRED.ALL,UOPS_RETIRED.ALL_PS,UOPS_RETIRED.CORE_STALL_CYCLES,UOPS_RETIRED.RETIRE_SLOTS
dirty,20000,2223,1295,1266,1951,283,1429,0,0,0,47,0,47,8200,0,8101,8101,265,21,0,21,361,0,0,0,0,0,0,0,0,11,631,487,0,0,509,0,509,0,20,1636,110,852,3049,16723,9947,3474,23421,16605,1724,6158,10594,10615,8146,1657,1286,29,486,12343,2739,3047,366,351,1105,825,88,9644,18698,42,5183,5771,2728,3055,6868,2183,291,2910,11253,697,22,112,45,592,639,592,1350,14391,5012,1671,621,0,0,56,82,847,82,49,258,62,500,177,344,389,37,2,16,0,37,2555,24,13,313,549,20,279,79,130,12,0,0,0,0,332,0,543,797,486,11,381,462,1511,178,233,89,0,0,0,0,145,450,6565,10391,1852,1896,1557,0,0,19,2460,613,482,2104,2717,51,45,152,5289,7139,2479,2304,41,0,0,41,817,1777,7564,15328,1733,1733,0,0,0,0,2999,13216,25341,15862,20000,20000,20000,20000,3983,2684,0,7220,0,0,0,0,28,0,0,28,0,0,0,54,0,0,0,0,30524,11344,8499,5620,0,0,8768,1618,471567,131305,0,135461,39209,12938,16497,20452,3096,5318,2747,400,85,0,17,18372,0,0,77025,71273,13932,16878,23595,25510,25510,15725,19647
dirty,20000,1776,1073,1096,1807,224,1504,0,0,0,13,0,13,6389,0,9697,9697,303,48,0,48,425,0,0,0,0,0,0,0,0,0,619,333,0,31,444,0,444,0,0,1935,171,902,3948,20200,8944,3146,22066,15605,1542,5605,9512,10726,7303,1443,1142,80,461,10721,2280,2654,374,301,1377,633,269,14429,19011,43,7385,5808,2894,3108,7563,2095,274,2804,10443,652,47,140,47,888,670,621,901,12960,4702,1876,658,2,9,76,67,862,95,33,289,96,483,183,367,369,47,0,29,0,18,2151,18,12,379,817,20,241,68,97,11,0,0,0,0,299,0,459,684,571,19,361,513,562,171,2047,49,0,0,0,0,261,759,7221,10938,1845,1482,1156,0,0,20,2843,419,363,2661,2988,25,83,99,4750,4898,2636,5847,37,0,0,37,1198,4466,6702,14811,1430,1430,0,0,0,0,3004,13004,25541,15299,20000,20000,20000,20000,3399,2224,0,6766,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,29305,11029,8144,5172,0,0,7109,1436,546067,151758,0,132469,49225,12579,16112,20432,2203,4406,2289,315,0,0,86,18002,0,0,69774,75719,13676,16157,23576,27532,27532,16567,21469
dirty,20000,2273,1240,1231,1968,219,1449,0,0,0,59,0,59,6785,0,6467,6467,339,36,0,36,305,0,0,0,0,0,0,0,0,0,600,422,0,57,481,0,481,0,19,1564,135,840,2873,14552,8716,3472,21794,15390,1619,6182,11009,10728,7926,1698,1398,50,599,9866,2270,2604,384,285,1481,821,250,12476,19038,78,5419,6010,2869,2981,7455,2276,321,2888,10824,277,50,201,50,734,434,621,963,12539,5078,1685,433,2,14,31,62,769,62,35,247,71,447,143,337,425,46,0,38,0,13,2244,20,28,438,880,21,220,57,93,8,0,0,0,0,245,0,408,608,496,8,325,496,429,23,74,0,0,0,0,0,361,597,7964,13182,1614,4877,981,47,0,0,3624,159,425,1982,1378,48,43,144,5359,4750,2488,4113,25,0,0,0,1045,2049,7202,10563,1647,1647,0,0,0,0,2491,12949,25348,15366,20000,20000,20000,20000,3131,2154,0,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29298,10560,7591,5280,0,0,9609,1907,472586,122448,0,154994,40802,12634,16298,19771,1947,3638,1831,394,0,0,42,18358,0,0,68863,71320,14682,16686,24146,27437,27437,16387,21530
dirty,20000,2111,1215,1086,1766,270,1520,0,0,0,61,0,61,8502,0,6771,6771,226,40,0,40,282,0,0,0,0,0,0,0,0,19,641,363,0,30,419,0,419,0,0,1588,81,589,2317,12593,10017,3629,23504,16828,1634,6511,10959,11042,8429,1752,1265,49,657,10696,2403,2565,361,270,1079,790,193,11168,19032,81,5624,6698,3254,3355,8590,2112,330,2759,10244,487,26,179,0,630,718,533,689,12393,4834,1659,711,0,0,30,44,870,95,39,318,68,442,163,325,511,48,0,37,0,19,2281,28,14,391,888,26,300,59,132,14,0,0,0,0,252,0,379,515,486,26,357,499,1083,241,175,0,0,0,0,27,367,539,8021,6644,1649,3424,1090,55,0,0,2939,343,468,2543,3015,145,60,253,5463,7386,2497,3418,44,0,0,44,1020,2182,7972,10104,1518,1518,0,0,0,0,2670,13188,24414,15350,20000,20000,20000,20000,3458,2021,0,7333,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,30966,11144,8146,5325,0,0,8494,1486,509739,134091,0,139823,38833,12423,14824,19185,2149,3967,2045,372,0,0,33,17209,0,0,76985,72674,13518,16399,23629,27400,27400,16177,21345
dirty,20000,1981,1099,1182,1556,263,1323,0,0,0,48,0,48,7606,0,6757,6757,236,88,0,88,503,0,0,0,0,0,0,0,0,0,497,437,0,48,475,0,475,0,0,1735,102,555,2656,12507,9976,3205,25488,17942,1798,5033,8458,13824,6798,1299,1150,43,639,8836,2003,2432,223,323,1230,907,181,12879,19470,81,6531,6545,3283,3437,7943,2107,110,2603,10358,529,46,138,0,845,470,814,929,10888,4245,1476,461,2,23,45,76,655,48,26,222,61,416,166,315,494,44,0,25,0,14,2225,23,20,480,917,32,301,89,128,12,0,0,0,0,228,0,424,567,544,8,382,584,465,256,294,23,25,0,0,0,238,995,7464,12589,1725,1388,937,36,0,0,2518,258,221,1933,2624,68,88,68,4471,7473,1855,5245,17,0,0,17,926,1014,7334,9612,1391,1391,0,0,0,0,2712,14124,24746,16497,20000,20000,20000,20000,3751,1893,0,7366,0,0,0,0,28,0,28,55,0,0,25,25,0,0,0,0,29492,10866,7476,5047,0,0,9441,2013,536880,136106,0,171864,41636,12190,14960,19710,1868,3934,1802,286,0,0,47,17496,0,0,80475,74730,14183,16587,23485,26912,26912,15766,21015
dirty,20000,1991,1142,1142,1668,181,1390,0,0,0,24,0,24,6555,0,6614,6614,232,21,0,21,361,0,0,0,0,0,0,0,0,0,679,419,0,36,535,0,535,0,8,1592,73,590,3047,15184,8407,3436,23031,16322,1504,6610,11431,13841,8512,1753,1369,24,600,9461,2019,2121,240,535,1698,837,186,13333,18853,41,6992,5810,3147,4222,7114,2263,219,3007,10482,653,0,377,0,739,683,684,412,12150,4626,1402,678,0,0,50,55,664,58,18,267,57,386,162,319,469,31,0,33,0,13,2430,15,11,409,832,27,279,62,123,8,0,0,0,0,214,0,350,520,528,20,336,478,406,85,172,0,0,28,0,28,204,487,6565,6869,1728,4996,759,36,0,0,2769,460,1363,2299,2922,69,98,206,4393,7369,1942,4199,59,0,0,0,769,2707,6894,8730,1643,1643,0,0,0,0,2722,13285,24610,15898,20000,20000,20000,20000,3570,2022,0,6594,0,0,0,0,0,30,0,30,0,0,0,26,0,0,0,0,29889,10835,7774,5121,0,0,7332,1532,523445,136141,0,128410,36146,11975,15032,18599,1882,3900,1587,295,52,0,52,17420,0,0,72336,72745,13841,16116,23577,26283,26266,16793,20576
dirty,20000,1850,1056,1071,1518,218,1396,0,0,0,50,0,50,6681,0,7629,7629,334,52,0,52,444,0,0,0,0,0,0,0,0,0,707,376,0,36,544,0,544,0,10,1586,143,906,3285,15550,9072,3157,24036,17318,1852,6846,11317,13862,8367,1766,1468,46,573,8515,1906,2112,275,328,1409,792,174,11020,18937,57,5605,7305,3894,3690,9417,2328,281,3016,11297,687,0,82,27,782,421,810,901,11732,4804,1517,405,0,0,70,60,616,54,19,196,59,427,149,322,432,42,0,25,0,10,2364,18,33,476,895,17,244,69,99,7,0,0,0,0,212,0,336,488,588,19,387,639,656,236,178,0,0,0,0,26,205,342,6607,10905,1409,1630,1030,40,0,0,2657,268,456,2163,3695,49,169,123,4482,12253,1984,1868,37,0,0,18,866,664,7263,6548,1512,1512,0,0,0,0,2975,13160,24437,15277,20000,20000,20000,20000,3163,2126,0,6996,0,0,0,0,0,28,0,0,0,0,26,0,0,0,0,0,31313,11519,8017,5305,0,0,8787,1936,593124,151858,0,166444,47253,12378,15396,20999,1827,3747,1780,281,0,0,69,17219,0,0,82749,63385,13483,16090,22855,25278,25278,16020,20085
dirty,20000,2092,1203,984,1538,349,1436,0,0,0,52,0,52,7009,0,7197,7197,271,57,0,57,454,0,0,0,0,0,0,0,0,0,658,367,0,33,465,0,465,0,9,1615,71,522,3026,15287,10583,3113,23310,16732,1732,6686,11958,11119,9074,1504,1362,41,569,9094,2282,2168,291,419,1466,880,293,11749,19678,20,6289,6948,3363,3525,7911,2203,248,2808,11265,611,25,178,25,610,459,531,401,12712,4440,1696,440,0,0,64,63,589,66,31,212,51,516,205,349,524,37,0,32,0,38,2136,18,17,480,893,20,288,50,122,13,0,0,0,0,244,0,386,549,545,11,384,532,640,149,181,0,0,37,0,0,215,409,7627,10250,1514,3176,1110,0,0,0,2759,333,512,2151,3207,47,91,117,4176,5121,1889,3194,18,0,0,18,920,1437,6812,5655,1362,1362,0,0,0,0,2533,13245,23588,15145,20000,20000,20000,20000,3065,1966,0,6395,0,0,0,0,0,0,31,0,0,0,0,23,0,0,0,0,29758,10824,8368,5250,0,0,9313,1947,494879,139168,0,154878,46183,13053,15903,21374,2389,4376,1960,349,0,0,52,17640,0,0,63351,66073,13683,16348,23812,25207,25207,15530,19970
dirty,20000,1859,1087,1079,1754,195,1440,0,0,0,33,0,33,7712,0,7382,7382,286,85,0,85,405,0,0,0,0,0,0,0,0,22,604,377,0,55,551,0,551,0,10,1671,134,688,3201,16059,10914,3123,23222,16449,1644,5997,10445,11120,8129,1580,1179,0,401,11387,2417,2809,221,319,1594,978,276,12064,19140,76,6117,7546,3345,3551,8941,2150,327,2612,10476,579,101,101,101,649,513,424,409,11914,4165,1782,488,4,5,65,48,692,57,27,216,83,595,176,432,560,67,0,43,0,23,2490,23,24,433,834,36,262,69,105,6,0,0,0,0,210,0,332,481,458,16,304,525,624,190,445,27,0,0,0,26,156,684,6771,6525,1700,4640,786,19,0,0,2676,178,451,1895,3206,25,61,149,4221,7105,2033,5847,18,0,0,18,1311,1566,6732,10780,1385,1385,0,0,0,0,2830,12581,23843,15774,20000,20000,20000,20000,2909,2005,0,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31342,11225,8221,5487,0,0,9405,2074,576698,151275,0,173043,42373,13277,15989,20395,2089,4149,2089,401,18,0,53,17224,0,0,80111,66889,13859,16023,22727,25530,25530,15775,19655
dirty,20000,2223,1182,1096,1640,195,1503,0,0,0,31,0,31,7215,0,6963,6963,353,10,0,10,453,0,0,0,0,0,0,0,0,12,694,543,0,18,393,0,393,0,0,1338,120,738,2779,14631,9598,3463,23959,16906,1871,6345,11183,11160,8694,1122,1142,20,401,11496,2456,3013,372,419,1712,716,210,9297,12772,77,4678,6864,3154,3840,7921,2254,143,2984,10317,453,22,108,0,511,497,348,733,13165,4995,1533,482,0,0,62,67,762,67,31,301,81,547,225,439,504,33,0,16,0,22,2201,18,17,349,662,19,384,78,156,14,0,0,0,0,298,0,501,719,560,12,282,437,508,88,176,110,26,0,0,0,246,204,6209,11033,1721,1734,1029,0,0,0,2541,427,556,1730,3060,73,89,121,4919,9597,2540,3400,35,0,0,0,844,3816,7174,10204,1545,1545,0,0,0,0,2705,13262,24770,16180,20000,20000,20000,20000,2955,1630,0,5793,0,0,0,0,24,0,0,0,0,0,0,77,0,0,0,0,31165,11357,8330,5339,0,0,9384,1877,527553,141015,0,158847,41184,12469,15285,19464,1935,4139,2317,450,18,0,54,17850,0,0,78604,82936,13367,15993,22784,26175,26175,16047,20692
