Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,176,2477,7726,7540,6941,987,4024,730,542,3604,327,502,327,329,326
1,20000,887,1992,7747,7517,6639,1064,4174,191,916,2743,186,172,180,175,176
1,20000,339,1725,8792,8971,7114,906,4599,368,546,2115,204,195,0,371,0
1,20000,348,1927,8436,8486,6455,867,4741,492,979,3221,0,0,178,505,176
1,20000,364,2202,6612,6753,7158,295,3734,162,646,2582,0,185,358,358,174
1,20000,351,1573,8574,8662,6145,1027,3582,674,917,2691,0,0,333,176,0
1,20000,368,1284,8240,8203,6546,1015,3718,500,983,2733,177,497,498,641,0
1,20000,815,1914,6970,6768,6232,622,5491,744,870,2751,184,0,177,510,0
1,20000,523,2060,7204,7240,7195,1147,4198,515,680,2240,192,0,0,0,0
1,20000,334,1434,7364,7393,6516,1136,4694,342,936,2498,177,357,0,359,0
1,20000,770,1967,8681,8606,6743,914,5241,175,963,2317,295,283,157,284,0
1,20000,180,2784,8892,8905,7700,1469,4647,441,874,2831,0,0,708,0,370
1,20000,481,1920,9897,10109,6536,1207,4041,341,984,2690,0,180,183,358,0
1,20000,759,1434,8077,8234,7322,201,4542,319,733,2164,365,200,0,0,181
1,20000,296,1762,8905,8894,7398,1195,4423,506,174,2334,186,0,187,348,187
1,20000,866,1607,7601,7440,7009,778,4134,178,0,2293,187,931,375,380,0
1,20000,296,2122,9589,9441,7839,880,4492,305,739,2269,173,337,169,337,0
1,20000,190,1493,9289,9244,7446,1050,4199,200,909,2866,0,168,0,165,169
1,20000,166,1757,8817,8995,6663,508,5078,363,890,3593,189,746,0,199,201
1,20000,370,1786,7361,7295,7131,1117,5109,0,897,2612,0,168,0,173,0
1,20000,487,1521,8668,8517,6996,704,3970,495,656,2603,196,0,0,191,206
1,20000,625,2969,9402,9402,7350,1197,5172,690,862,2759,325,488,0,163,163
1,20000,336,1849,9107,9107,7321,893,4865,360,541,2342,185,185,0,370,0
1,20000,336,2185,8718,8718,6667,855,5000,484,968,3548,0,0,163,488,163
1,20000,345,2414,6901,6901,7324,282,4000,160,640,2720,0,172,345,345,172
1,20000,339,1695,8889,8889,6325,1197,3770,656,1148,2951,0,0,325,163,0
1,20000,354,1416,8376,8376,6667,1197,3902,488,976,3089,160,480,480,640,0
1,20000,813,2114,7132,7132,6357,620,5641,1026,855,2906,168,0,168,504,0
1,20000,513,2222,7603,7603,7438,1488,4370,504,672,2521,172,0,0,0,0
1,20000,323,1613,7612,7612,6866,1343,4918,328,1148,2623,175,351,0,351,0
1,20000,769,2308,8983,8983,6949,1186,5440,160,960,2560,278,278,139,278,0
1,20000,169,3051,9217,9217,8000,1739,4892,432,863,3022,0,0,702,0,351
1,20000,480,2080,10252,10252,6891,1345,4228,325,976,3089,0,175,175,351,0
1,20000,741,1778,8364,8364,7636,182,4762,317,1111,2540,360,180,0,0,180
1,20000,292,1898,9167,9167,7667,1333,4754,492,164,2459,169,0,169,339,169
1,20000,855,1880,7752,7752,7287,775,4274,171,0,2393,185,926,370,370,0
1,20000,292,2482,9828,9828,8103,862,4748,288,719,2590,164,328,164,328,0
1,20000,185,1667,9565,9565,7826,1217,4505,180,901,3243,0,153,0,153,153
1,20000,165,1983,9180,9180,6885,492,5391,348,870,3826,182,727,0,182,182
1,20000,351,1930,7692,7692,7350,1368,5441,0,882,2941,0,156,0,156,0
