Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,943,1887,8882,8882,6956,929,3960,396,1386,3366,286,286,0,286,0
1,20000,571,2476,9718,9718,7656,980,3853,367,917,3853,400,400,400,400,0
1,20000,721,2883,9857,9857,7788,989,6094,313,938,2969,488,0,0,0,0
1,20000,381,2476,8079,8079,6229,795,4554,594,1188,3366,0,377,0,377,0
1,20000,504,2521,9064,9064,7224,852,4220,183,917,3853,345,690,0,0,0
1,20000,310,1550,7389,7389,5718,634,3333,351,702,3333,0,0,0,0,357
1,20000,174,2435,9865,9865,7952,960,4381,190,952,3429,0,0,0,0,0
1,20000,348,2435,9189,9189,7101,1020,4553,488,813,3089,417,417,417,0,417
1,20000,0,1998,8918,8707,6787,744,4755,359,703,3315,0,0,0,0,0
1,20000,204,2585,10876,10723,6080,1475,4345,550,721,3060,457,0,465,0,0
1,20000,0,1586,8069,8074,6109,784,4763,362,360,3339,0,432,0,0,0
1,20000,486,1417,11583,11636,7719,884,4761,523,811,3314,415,809,0,415,416
1,20000,701,2355,9914,9957,7192,824,4199,179,693,2726,0,449,0,464,0
1,20000,540,2447,8360,8450,5904,1164,4824,0,686,2218,167,226,71,225,141
1,20000,538,2168,11269,11279,7925,481,3238,171,472,2822,202,272,237,206,101
1,20000,492,1273,9533,9529,6727,1065,4232,172,948,2666,0,348,0,339,0
