Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,461,2065,6814,6814,5268,915,6175,546,984,3497,165,220,96,124,124
1,20000,475,1884,7554,7554,5610,988,4841,467,623,3506,201,186,57,172,143
1,20000,392,1852,7517,7517,5885,943,5430,621,910,3451,161,143,143,339,54
1,20000,525,1569,8543,8462,6790,862,4662,582,689,3272,218,174,73,102,75
1,20000,398,1770,6880,6928,5737,883,4795,496,857,3211,118,214,172,169,150
1,20000,350,1939,7633,7653,6047,802,4997,661,789,2998,204,217,123,146,97
1,20000,334,1776,6988,6929,5944,615,5651,556,721,3194,143,179,118,222,79
1,20000,464,1728,7877,7953,5064,748,5477,766,639,3090,131,165,114,114,120
1,20000,418,1895,6962,6832,5849,822,5108,559,702,3119,218,143,113,256,99
1,20000,539,1567,6654,6680,5828,773,4906,493,873,3299,282,297,102,199,86
1,20000,450,1768,6195,6266,4912,793,4632,455,685,3360,152,222,123,275,131
1,20000,396,1706,7795,7769,6005,981,4832,444,682,3425,160,167,155,218,67
1,20000,347,1489,8403,8418,6413,626,4933,514,699,3104,266,210,118,316,169
1,20000,446,1984,7882,7882,5822,1112,5579,542,758,3439,182,262,91,171,114
1,20000,434,1773,7397,7397,5709,916,5868,617,511,3207,287,317,136,196,121
1,20000,438,2192,7188,7188,6029,783,4429,567,790,3468,247,195,65,195,156
1,20000,372,2039,7332,7332,5621,956,5244,575,714,3415,168,178,94,178,84
1,20000,416,1970,7629,7629,6156,884,5175,562,493,3259,109,156,62,125,109
1,20000,411,2393,7041,7041,5769,612,5717,535,984,3212,151,246,189,189,76
1,20000,396,1798,7144,7144,5783,734,4572,521,709,3543,218,197,93,228,125
1,20000,432,1890,8342,8342,7310,965,4973,530,657,3722,134,173,173,134,58
1,20000,451,1495,7135,7096,5548,931,5622,628,519,2878,289,328,144,216,134
1,20000,450,2034,6831,6924,5852,786,4213,576,807,3068,250,204,73,212,159
1,20000,389,1671,7104,7188,5302,970,4883,588,722,3104,174,192,102,197,97
1,20000,412,1799,6952,6986,5987,898,5099,581,749,3378,140,198,135,136,57
1,20000,422,1958,6786,6879,6044,800,4524,473,749,3099,190,238,137,185,81
1,20000,404,1652,6437,6307,4866,786,5071,562,660,3233,85,193,80,230,127
1,20000,473,1573,8569,8520,6454,812,4943,548,824,3137,228,204,93,214,124
1,20000,575,1509,6267,6223,4961,697,4527,631,805,3208,199,232,169,283,171
1,20000,465,1568,7121,6993,5756,643,4969,735,821,2963,280,208,192,156,114
1,20000,368,1930,7320,7264,5228,885,5027,466,740,3187,185,297,125,272,80
1,20000,479,1766,6917,7017,5730,775,4917,533,793,3069,185,242,99,198,78
1,20000,523,1582,7374,7251,6334,811,4859,556,690,3159,230,210,156,180,101
1,20000,441,1686,7960,7887,6054,859,5081,584,722,3047,217,247,208,201,202
1,20000,396,1627,6608,6604,5050,933,5045,604,810,3314,176,205,101,260,158
1,20000,460,1887,6946,6855,5652,862,4668,698,984,3250,177,177,96,257,59
1,20000,455,1862,7525,7525,6600,825,5227,559,822,3252,210,175,82,140,58
1,20000,486,2060,6922,6922,5424,832,4844,596,698,3505,101,146,101,247,101
1,20000,468,2329,6858,6858,5689,813,4778,609,703,3478,214,244,92,229,76
1,20000,469,1724,7152,7152,6068,805,4862,551,692,3603,326,265,183,183,102
1,20000,487,1838,7025,7025,5485,802,5208,424,621,3270,155,251,84,143,107
1,20000,369,1793,7168,7168,5973,721,5078,621,854,3494,203,203,91,224,102
1,20000,363,2331,7338,7338,5755,791,5396,509,656,3507,69,220,82,302,137
1,20000,405,2135,7120,7120,6280,1000,5286,580,729,3679,134,184,117,134,50
1,20000,413,2134,7159,7159,6174,795,4638,468,732,3336,182,234,130,182,78
1,20000,392,2014,6638,6638,5230,776,5190,559,640,3464,79,190,79,221,111
1,20000,461,1964,8739,8739,6554,799,5092,541,818,3470,222,192,89,207,118
1,20000,568,1883,6600,6600,5226,687,4910,614,787,3405,188,224,153,271,165
1,20000,460,1849,7327,7327,5985,638,5155,722,802,3310,274,206,172,154,103
1,20000,363,2049,7479,7479,5525,869,5326,454,732,3453,170,293,108,262,62
1,20000,477,2116,7255,7255,5882,760,5107,527,774,3221,180,226,90,180,68
1,20000,510,1928,7570,7570,6549,810,4966,551,678,3346,215,193,140,172,97
1,20000,440,1843,8167,8167,6254,848,5201,583,709,3168,207,230,207,184,184
