Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,252,913,6307,6088,3643,654,2393,284,394,3583,76,150,70,11,26
1,20000,239,933,6460,6270,3496,573,2211,227,307,3261,89,64,29,144,57
1,20000,257,883,6168,6158,3674,545,1789,321,387,3518,121,126,117,86,40
1,20000,254,940,6737,6609,3457,588,2204,268,434,3753,34,150,19,128,66
1,20000,277,860,6214,6416,3509,484,2001,311,397,3279,82,156,29,160,11
1,20000,3984,459,6411,6581,3763,494,1951,289,341,3695,70,184,62,90,39
1,20000,251,997,6583,6669,3679,553,2177,329,439,3545,93,174,76,142,110
1,20000,285,930,6650,6550,3718,473,2128,312,443,3530,157,122,83,77,57
1,20000,298,836,6345,6421,3618,584,2070,255,419,3523,93,139,3,121,52
1,20000,223,883,6273,6326,3802,547,1898,277,454,3408,105,211,62,85,30
1,20000,5376,269,6168,6223,3419,506,2180,282,388,3636,99,205,22,79,28
1,20000,285,925,6489,6651,3627,538,2283,328,474,3758,86,65,46,108,20
1,20000,289,848,6611,6489,3886,489,2065,306,405,3377,78,174,94,110,122
1,20000,3262,539,6677,6456,3815,541,2190,306,369,3629,61,156,53,81,44
1,20000,252,936,6433,6481,3812,475,2115,300,398,3484,62,115,33,127,45
1,20000,294,844,6728,6828,3918,571,2089,372,429,3542,40,152,60,47,75
1,20000,266,904,6585,6564,3341,431,2199,296,423,3476,129,178,34,103,63
1,20000,284,872,6770,6728,3420,567,1964,302,358,3648,168,172,34,91,13
1,20000,279,871,6261,6269,3738,527,1772,331,463,3559,103,145,34,83,62
1,20000,263,940,6354,6541,3706,509,1966,329,310,3615,32,77,12,105,87
1,20000,337,896,6599,6791,3715,524,2138,246,316,3361,76,76,6,88,63
1,20000,266,892,6462,6250,3718,508,1991,317,366,3530,79,176,132,75,55
1,20000,236,943,6242,6386,3588,526,2037,348,385,3406,105,204,59,63,55
1,20000,140,886,6447,6596,3823,509,1932,259,227,3459,62,117,28,53,46
1,20000,221,933,6326,6466,3630,539,1935,381,412,3336,59,121,91,151,38
1,20000,237,867,6271,6380,3668,547,2012,391,446,3418,96,185,40,166,33
1,20000,344,880,6599,6413,3499,499,1991,289,454,3472,76,139,59,166,80
1,20000,226,808,6519,6727,3684,486,2147,274,386,3344,93,173,88,127,89
1,20000,263,827,6389,6523,3567,533,1986,313,499,3326,68,965,28,78,30
1,20000,226,811,6633,6575,3572,498,2068,263,383,3366,94,179,98,110,92
1,20000,260,839,6406,6407,3768,533,2132,327,502,3583,58,970,27,81,39
1,20000,255,707,6608,6351,3705,505,2206,326,361,3081,60,144,56,98,62
1,20000,207,860,4719,4690,2573,268,2035,288,430,3239,97,138,68,124,78
1,20000,186,745,6433,6265,3536,571,2098,250,370,3313,114,197,47,130,62
1,20000,268,865,6290,6177,3530,567,2115,317,421,3528,54,904,32,81,38
1,20000,256,913,6544,6384,3779,532,2043,281,413,3645,72,199,63,96,44
1,20000,236,928,6695,6719,3784,568,1743,315,360,3068,42,125,39,107,36
1,20000,176,833,6482,6539,3564,594,2004,352,355,3395,97,145,65,130,40
1,20000,245,954,6537,6478,3788,511,2149,300,378,3579,108,119,117,115,32
1,20000,268,915,6262,6146,3449,477,1908,294,426,3348,77,114,0,105,31
1,20000,104,782,6609,6527,3754,507,2160,340,373,3403,59,126,55,148,55
1,20000,318,920,6569,6775,3694,596,2077,235,384,3679,84,119,55,98,34
1,20000,220,913,6488,6492,3744,531,1707,211,301,3488,77,141,87,107,50
1,20000,217,857,6509,6324,3529,548,2214,313,416,3340,33,900,18,100,51
