Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,611,1953,8308,9825,6368,901,4256,785,768,2416,76,176,71,0,122
1,20000,479,1747,8256,9419,6430,912,5085,570,840,2828,239,235,61,127,233
1,20000,236,1209,8482,8884,6438,749,4401,593,829,2866,235,325,115,441,126
1,20000,363,1770,8215,9178,6256,784,4998,689,577,2713,150,150,138,196,90
1,20000,652,2288,7571,9300,5952,872,4447,619,875,3100,221,57,108,108,120
1,20000,406,1452,8479,8401,6771,973,5010,753,796,2794,174,308,171,312,77
1,20000,529,1448,7660,8644,6073,921,4928,879,729,2606,171,152,53,312,50
1,20000,562,1815,8275,9004,6680,719,5287,312,610,3023,129,334,126,121,180
1,20000,560,2092,7833,8392,5709,890,5211,729,974,3184,231,315,95,186,76
1,20000,509,1845,8161,7834,6162,961,5102,676,907,2734,188,123,55,110,183
1,20000,332,1467,8401,8491,6209,663,4723,745,757,3439,195,176,128,59,61
1,20000,671,1762,8859,9605,6405,893,4301,864,595,3174,235,153,191,285,97
1,20000,546,2195,7862,8873,6374,984,4418,511,879,2526,189,103,100,84,59
1,20000,181,1738,8006,8380,5945,892,4906,419,851,2812,167,228,274,277,161
1,20000,722,1932,8575,9042,6340,916,4290,636,623,2504,171,220,110,210,158
1,20000,596,1947,8015,8227,6363,674,4899,893,725,2828,114,261,56,179,123
1,20000,466,1808,9231,9296,6746,1420,4986,776,720,3102,118,355,158,118,39
1,20000,525,2157,8322,8034,6259,1049,5014,599,763,3106,161,282,121,282,201
1,20000,422,1583,9405,8702,7341,833,5000,594,545,2327,210,105,105,70,70
1,20000,370,2222,8468,8733,6653,1210,4725,495,714,3187,153,76,76,115,153
1,20000,278,1667,9300,8398,7243,741,5041,493,1205,2849,219,73,36,255,73
1,20000,389,1778,9296,8436,6841,966,4921,568,1009,3281,193,231,39,270,116
1,20000,263,2263,10147,10293,7338,1258,5322,585,643,4211,227,189,76,0,38
1,20000,590,1377,9390,9731,7236,1179,4931,886,831,2992,290,181,109,254,145
1,20000,205,2097,9467,9246,7495,1026,5326,761,598,2935,115,305,76,191,76
1,20000,800,2154,9063,9390,7380,1109,4944,506,562,3034,70,244,35,209,139
1,20000,554,1662,10293,9076,7178,1400,5514,541,703,3297,148,222,37,148,0
1,20000,336,2241,8885,7886,6962,1038,4813,750,1125,3250,38,375,113,113,150
1,20000,324,2108,8147,8636,6092,991,4907,533,533,2773,107,213,71,107,213
1,20000,787,1574,8690,7692,6468,1071,5000,532,585,2660,301,226,38,113,38
1,20000,729,2492,9042,8890,6743,1264,5971,522,986,3768,143,286,71,250,71
1,20000,387,2000,8993,8921,6871,1043,5513,293,587,2639,247,141,71,71,106
1,20000,479,2156,9339,7926,7633,853,5602,723,1205,2590,158,237,79,39,197
1,20000,623,2430,8884,7845,7221,974,4493,712,767,3014,426,0,0,426,0
1,20000,168,1793,8926,8850,6570,868,4451,831,415,3205,0,592,118,118,118
1,20000,614,1688,9405,9949,6653,903,5815,702,802,2607,221,0,0,110,0
1,20000,573,2166,9495,8173,7071,1455,5077,310,867,2786,123,0,245,123,123
1,20000,657,1970,10080,9162,7052,956,5459,541,541,2054,241,361,241,482,0
1,20000,298,2440,8921,8697,6545,841,5799,473,355,2959,321,428,107,214,0
1,20000,354,1357,8616,8537,6823,1131,5023,563,516,2488,151,151,151,302,151
1,20000,442,1768,8920,8501,6600,920,4913,462,636,3526,351,585,117,117,0
1,20000,393,1742,9399,8616,7768,1159,4377,609,665,2659,229,229,0,229,0
1,20000,669,1950,8880,7989,7097,759,4735,390,836,3510,0,380,127,380,0
1,20000,428,1957,9509,9873,7308,982,5027,642,535,2674,0,127,0,0,0
1,20000,670,1844,9825,8391,6979,1170,4807,712,831,3086,263,132,132,0,0
1,20000,824,1824,8925,8807,6849,947,4920,428,535,3102,109,109,219,109,0
1,20000,641,1795,9516,9405,7242,1179,5055,604,1044,2967,471,118,588,235,353
1,20000,503,1887,9098,7704,6526,1075,4826,536,429,2574,385,385,385,128,128
1,20000,504,1961,8000,9001,6059,1412,4822,553,711,3083,242,364,121,0,0
1,20000,413,2124,9196,8366,6505,897,4821,417,655,3214,0,368,245,245,0
1,20000,649,2270,8454,8614,6186,928,5376,484,538,3065,189,75,38,189,151
1,20000,333,1833,8829,10080,6795,1036,5643,564,815,3448,0,0,0,538,0
1,20000,316,1772,7418,7613,5858,1075,5313,438,875,3000,250,125,250,375,125
1,20000,416,1922,8425,9405,6300,879,5616,630,745,2636,119,238,238,119,0
1,20000,549,1768,8366,8724,6427,1041,5217,707,598,2391,503,503,252,126,0
1,20000,471,1706,8491,9112,6415,868,4775,562,787,2978,253,127,0,506,127
1,20000,544,2115,8336,8198,6318,1047,4740,636,925,2890,115,115,0,115,115
1,20000,333,2278,8724,8726,6362,838,4748,772,772,3145,245,123,245,123,123
1,20000,676,1859,8046,7573,5795,894,4848,673,673,3434,0,237,0,355,118
1,20000,436,2343,8726,9952,6950,1351,5199,371,955,2706,171,285,0,114,57
1,20000,536,1930,8644,7823,6257,1266,5414,552,829,2983,101,353,252,202,50
1,20000,394,2167,8425,8498,6452,1101,4527,615,835,2374,328,255,182,255,36
1,20000,435,2050,8614,9495,6359,776,4558,342,627,3590,318,191,64,510,127
1,20000,468,2222,8613,8078,6314,1277,4943,517,747,3218,96,96,48,0,48
1,20000,282,2254,8501,7954,6376,911,4706,235,529,3059,169,339,226,395,0
1,20000,578,1850,7926,8244,6307,944,4583,729,781,2552,227,340,0,170,283
1,20000,726,1782,8287,8147,6409,1031,5110,757,820,2587,261,261,261,65,131
1,20000,387,2210,8715,8193,6443,1192,5031,552,552,3681,169,225,0,169,113
1,20000,824,1588,8665,10147,6770,1122,4429,346,692,2837,199,332,133,66,332
1,20000,457,2171,8705,7939,6379,600,4593,756,756,2616,413,362,103,155,52
1,20000,427,1890,9141,8287,6328,859,5181,415,777,3005,154,206,51,257,103
1,20000,474,2263,8928,7418,6433,936,4632,381,763,2725,183,366,122,244,122
1,20000,437,2077,8669,7829,6367,899,5644,494,705,2963,72,286,107,286,72
1,20000,458,2006,8411,9040,6393,710,5395,599,763,2616,172,229,57,344,0
1,20000,531,1711,8062,8425,6175,995,4192,479,958,3533,237,237,178,237,59
1,20000,448,2241,9112,8633,6178,927,5669,315,577,2730,62,312,62,374,125
1,20000,485,2049,8165,8022,6479,1161,4901,507,676,3099,287,345,115,287,0
1,20000,503,2006,9353,8460,6876,924,4592,657,770,2788,271,316,48,328,49
1,20000,434,1665,9516,8959,6623,933,4723,392,589,2532,81,233,95,170,113
1,20000,677,1642,8577,8880,6142,765,4705,551,683,2192,75,252,206,343,73
1,20000,339,2026,8804,10036,6804,1101,4684,437,903,2919,169,217,128,249,164
1,20000,247,2181,9130,8423,7206,1017,4992,654,794,2984,250,173,222,179,143
1,20000,483,1632,8911,8867,6399,1227,4739,798,740,2933,133,367,167,125,51
1,20000,533,1937,8193,8498,6050,910,4689,615,769,2985,185,298,134,293,218
1,20000,443,1427,9217,7850,7045,846,4858,613,565,2219,229,120,119,92,92
1,20000,376,1932,8186,8073,6544,981,4504,513,715,3050,162,97,94,139,157
1,20000,279,1409,8971,8218,6846,758,4739,495,904,2642,227,85,53,258,76
1,20000,402,1469,9031,8287,6648,988,4765,588,705,3017,204,233,41,292,135
1,20000,580,2377,8423,8543,6066,901,5030,606,485,2727,0,214,54,214,161
1,20000,398,1989,8034,8541,6475,881,5029,514,857,2571,155,155,103,309,206
1,20000,403,1902,7704,7836,5655,949,5055,604,495,3242,166,221,110,166,55
1,20000,636,2023,7692,9141,5909,979,5161,821,821,3050,117,292,117,58,233
1,20000,403,1729,8253,8715,6488,806,5191,601,874,3333,229,287,57,229,57
1,20000,669,1398,8852,8046,5742,1005,4749,686,844,2691,91,227,45,136,136
1,20000,817,1907,8498,8147,6285,988,5130,634,576,3573,154,347,39,77,77
1,20000,500,1875,7613,8936,6237,774,5317,604,544,3082,137,320,46,365,137
1,20000,372,2043,9040,9048,6855,979,4754,406,580,2783,297,237,59,119,119
1,20000,563,2592,8725,9098,6813,876,5000,667,944,2667,110,258,221,147,110
1,20000,864,1852,8391,8727,6691,1013,5305,743,955,3289,108,323,108,323,54
1,20000,317,2593,8244,8322,6322,887,4419,623,737,2606,165,331,41,124,41
1,20000,609,2216,8577,8195,6654,1077,4381,762,762,2603,52,157,52,0,104
1,20000,456,1880,8460,8254,6605,891,5193,552,829,3039,215,215,54,108,215
1,20000,229,1600,8795,9135,6539,1109,4706,588,824,3059,212,317,106,423,106
1,20000,343,1943,8398,9516,6372,773,5152,665,554,2825,130,130,130,174,87
1,20000,642,2406,7829,8885,6085,854,4649,595,865,3351,213,53,106,106,106
1,20000,400,1600,8813,7991,6962,966,5173,739,785,3187,152,304,152,304,76
1,20000,516,1834,8022,8062,6269,896,5155,876,722,2887,146,146,49,293,49
1,20000,560,2073,8582,9256,6786,1113,5428,295,590,3422,106,317,106,106,158
1,20000,538,2473,8195,8577,5957,866,5531,707,965,3408,222,296,74,185,74
1,20000,497,2044,8541,9044,6306,1117,5254,657,1015,2985,163,108,54,108,163
1,20000,314,1824,8733,7704,6503,1021,4915,734,734,3559,170,170,113,57,57
1,20000,665,1994,9004,9014,6568,886,4656,847,582,3545,222,133,177,266,89
1,20000,533,2426,8233,9063,6541,1353,4687,490,872,2779,166,83,83,83,42
