Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,181,1073,5293,5604,3223,614,1927,206,381,2835,66,0,218,186,92
1,20000,387,868,5025,5380,2826,516,2894,273,421,2814,65,161,0,251,103
1,20000,295,1039,5357,6146,2546,362,3527,301,493,9841,70,185,0,73,0
1,20000,145,1198,5536,5395,3227,379,2275,156,265,2769,78,210,47,91,146
1,20000,276,1032,5119,3814,2960,393,2410,279,382,2770,61,166,68,103,119
1,20000,161,884,10459,10611,5765,771,2630,299,539,2823,40,117,147,85,149
1,20000,210,1149,7855,5992,4480,645,3518,251,448,7733,103,118,61,107,0
1,20000,55,1017,5331,7445,2541,374,5990,435,724,6685,0,0,0,125,184
1,20000,166,1058,5070,5093,2767,329,7158,549,858,2192,64,53,68,164,162
1,20000,460,1098,5146,5036,2723,643,3234,238,447,3475,61,260,114,124,160
1,20000,250,888,5708,5405,2894,649,2561,369,622,2471,42,101,66,110,147
1,20000,412,1147,5932,5774,3032,430,4057,432,638,3999,137,262,0,198,84
1,20000,246,818,10352,4376,5963,819,2644,274,369,2698,0,108,121,172,119
1,20000,163,1085,4197,5269,1934,355,1998,230,421,2512,133,156,149,255,107
1,20000,868,2607,5993,5927,3222,514,2893,217,448,2341,118,159,50,117,52
1,20000,908,2205,3920,5194,2169,580,3210,269,408,6420,81,130,33,150,67
1,20000,302,946,4683,4427,2375,349,3135,363,496,3480,0,0,128,71,0
1,20000,208,865,5514,4555,3014,482,4103,459,648,2755,68,63,0,55,145
1,20000,115,1317,5400,5224,2897,691,1748,168,703,3372,169,73,0,126,0
1,20000,462,1363,5754,5411,3232,462,2420,116,240,8343,181,111,0,222,0
1,20000,214,1016,10260,5897,5852,753,3192,249,499,2943,29,147,59,88,147
1,20000,600,2202,5405,5426,3145,442,3285,338,435,3043,50,50,101,101,0
1,20000,162,1351,5533,5095,3503,609,2302,205,358,3223,42,0,211,169,84
1,20000,370,1049,5395,5219,3219,507,3155,254,407,2952,48,144,0,240,96
1,20000,272,1417,5604,5307,2828,360,3780,293,473,9996,54,161,0,54,0
1,20000,138,1333,5638,5504,3511,372,2653,153,255,2959,67,200,33,67,134
1,20000,265,1325,5243,5825,3297,378,2782,262,367,2940,50,150,50,100,100
1,20000,155,1134,10588,5434,6090,768,2808,277,520,3154,33,100,133,66,133
1,20000,256,1224,5809,10136,3301,558,4135,211,495,7857,0,167,0,52,0
1,20000,166,1131,7354,5487,4065,631,2528,144,491,2873,71,213,0,122,71
1,20000,319,1191,3956,6420,2232,220,2959,181,423,3049,71,115,0,273,0
1,20000,157,969,9838,7574,5651,677,2081,223,498,3014,54,192,68,240,188
1,20000,273,1084,5242,4095,2344,489,2496,276,322,2949,77,177,0,166,72
1,20000,0,1085,5128,9629,2596,407,2935,323,472,2760,54,98,117,0,57
1,20000,54,981,4811,4812,2866,498,2893,412,424,3150,65,201,63,49,60
1,20000,266,1129,5048,5183,2476,388,2261,371,372,3276,210,70,105,117,67
1,20000,189,855,5319,5604,3040,518,3929,457,405,3802,62,70,51,0,0
1,20000,261,931,5707,5758,2421,593,2337,320,163,2191,67,0,62,186,0
1,20000,169,796,5485,9267,2773,567,2388,411,402,3131,113,179,36,84,93
1,20000,315,835,5183,5226,2910,509,3135,110,328,2949,83,199,76,86,0
1,20000,203,1269,7984,5307,4646,641,3827,247,432,7917,95,95,47,95,0
1,20000,43,1368,5542,10079,2771,361,6137,417,703,6790,0,0,0,110,166
1,20000,151,1206,5450,5255,2910,317,7267,532,846,2428,50,50,50,151,151
1,20000,440,1271,5350,5768,2930,637,3438,219,438,3594,50,251,101,101,151
1,20000,241,1033,6108,5638,3281,628,2784,361,619,2629,33,98,65,98,131
1,20000,399,1282,6146,5194,3281,417,4222,413,635,4127,131,261,0,196,65
1,20000,244,1125,10611,4432,6113,812,2997,258,362,2894,0,104,104,156,104
1,20000,162,1266,4432,5668,2045,341,2371,206,412,2887,126,151,126,252,101
