Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,2795,1117,9184,9066,6825,1088,4281,652,632,3201,93,233,93,233,47
1,20000,1772,1282,9963,8731,6963,963,4612,602,752,3158,48,385,96,96,48
1,20000,1903,1287,7145,7839,5033,753,4183,738,879,3339,163,379,54,54,108
1,20000,310,1726,8112,7732,6093,748,3926,371,531,3607,276,197,197,236,157
1,20000,535,1524,7796,8299,4873,869,4338,651,824,3514,0,199,132,265,0
1,20000,1821,1323,7985,9284,5334,995,3831,624,668,3296,167,261,96,221,121
1,20000,1783,1352,7513,9046,5420,858,4312,739,616,3080,169,263,132,223,109
1,20000,492,1653,8953,7807,5607,913,5039,504,693,2866,145,612,77,163,87
1,20000,1791,1309,8226,9132,6427,1080,4489,698,898,2544,163,220,125,210,123
1,20000,370,1201,9733,7797,7197,678,5875,713,1142,2524,204,285,123,239,123
1,20000,480,1797,8072,7983,6325,813,4453,613,678,3245,116,77,193,231,154
1,20000,593,1656,6856,9329,4807,708,4846,538,769,2962,135,269,135,135,45
1,20000,418,1357,8655,9295,6809,876,4261,612,712,3092,125,708,85,194,101
1,20000,564,1796,9229,9554,6568,1000,4214,577,721,3280,159,639,92,191,92
1,20000,457,1892,7993,8793,5163,1166,5885,777,1291,2585,159,249,132,234,135
1,20000,1629,1107,6958,8890,4767,759,4082,763,889,3138,176,390,55,78,131
