Class,CPU_CLK_UNHALTED.REF_TSC,L2_RQSTS.ALL_PF,ICACHE.IFETCH_STALL,BR_INST_RETIRED.NEAR_TAKEN,BR_INST_RETIRED.NEAR_TAKEN_PS,BR_INST_RETIRED.NOT_TAKEN,BR_MISP_EXEC.ALL_BRANCHES,L1D_PEND_MISS.PENDING_CYCLES,L2_RQSTS.DEMAND_DATA_RD_HIT,L2_RQSTS.DEMAND_DATA_RD_MISS,BR_INST_RETIRED.NEAR_CALL_R3,BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS,L2_RQSTS.ALL_RFO,L2_LINES_OUT.DEMAND_DIRTY,L2_TRANS.L2_WB
1,20000,96,774,6594,6429,3667,507,2009,335,382,3403,44,116,56,143,53
1,20000,317,914,6653,6702,3647,602,2057,235,377,3617,88,120,55,108,39
1,20000,223,921,6653,6584,3790,542,1860,207,309,3503,65,132,74,111,54
1,20000,226,873,6329,6378,3672,535,2191,316,415,3201,33,904,25,96,57
1,20000,247,870,6393,6553,3688,627,2047,353,450,3196,94,161,28,106,14
1,20000,226,771,6277,6267,3702,583,1892,306,322,3469,106,185,48,117,39
1,20000,235,825,6571,6613,3808,547,2271,264,532,3503,63,866,30,51,35
1,20000,223,834,6765,6815,3835,507,1770,0,283,3082,108,245,75,73,81
1,20000,270,877,6408,6411,3717,528,1274,148,290,3326,107,155,61,90,29
1,20000,3851,456,6534,6707,3885,592,1654,0,437,2791,75,186,60,93,22
1,20000,266,851,6403,6398,3686,517,1584,145,0,3168,63,1387,2,36,29
1,20000,3724,475,6443,6527,3653,557,1820,0,296,3362,112,799,26,36,52
1,20000,242,836,6778,6717,3851,595,2044,0,279,3081,93,234,74,201,71
1,20000,294,877,8476,8263,4218,508,1942,250,515,3322,61,138,38,136,62
1,20000,240,907,6537,6549,3671,566,1931,0,0,2816,109,225,33,26,62
1,20000,253,836,6575,6621,3803,500,2451,153,316,3240,60,168,58,140,10
1,20000,3910,434,6524,6490,3851,542,1111,461,310,3412,54,141,51,145,24
1,20000,266,831,6592,6348,3618,580,1504,0,0,3053,73,100,30,128,0
1,20000,3781,457,6255,6286,3896,543,2000,134,301,3367,105,166,72,140,50
1,20000,326,916,6561,6641,3575,541,2099,267,418,3264,117,199,17,112,35
1,20000,263,916,6443,6403,3590,522,2907,361,492,2829,108,170,59,196,40
1,20000,262,876,6775,6910,3888,601,2572,352,453,2829,98,120,82,119,59
1,20000,321,789,6391,6382,3694,538,2046,304,343,3569,128,96,37,119,104
1,20000,269,869,6704,6873,3729,610,2489,360,446,2906,93,120,82,117,42
1,20000,328,776,6571,6654,3626,535,1826,315,342,3381,136,94,30,122,103
1,20000,255,774,6441,6518,3682,585,1885,241,515,3299,54,946,58,95,32
1,20000,270,856,6657,6768,3770,459,1826,131,272,3201,100,154,81,128,40
1,20000,205,935,6509,6635,3812,603,1590,436,137,3107,96,169,60,134,40
1,20000,258,852,6441,6246,3459,554,1963,0,432,3338,81,735,27,63,30
1,20000,254,771,6567,6563,3652,579,1857,140,442,2844,96,933,34,99,59
1,20000,178,883,6154,6180,4094,425,1262,125,374,2696,71,140,55,83,56
1,20000,209,915,6510,6485,3639,537,2177,0,606,3358,74,807,10,88,27
1,20000,258,911,6053,6202,3496,654,2394,285,387,3697,82,136,70,12,23
1,20000,249,938,6435,6311,3679,562,2189,234,321,3260,89,66,38,133,57
1,20000,266,874,6233,6083,3742,548,1639,318,385,3725,125,114,117,79,36
1,20000,247,935,6659,6563,3517,574,1989,273,442,3780,46,155,15,130,72
1,20000,291,890,6400,6419,3708,530,1666,337,448,3410,103,134,35,79,68
1,20000,267,930,6448,6571,3713,501,1970,330,304,3704,34,93,29,111,75
1,20000,345,901,6641,6734,3607,541,2110,246,302,3487,74,66,14,101,75
1,20000,259,891,6508,6330,3611,507,1944,308,373,3371,83,189,130,76,63
1,20000,245,932,6292,6172,3649,512,2209,339,394,3344,107,197,51,60,59
1,20000,141,877,6557,6626,3742,508,1834,258,224,3318,75,126,15,55,40
1,20000,233,926,6521,6550,3798,550,1940,386,418,3310,60,107,90,146,41
1,20000,229,857,6408,6250,3521,547,2002,397,443,3420,108,175,42,164,35
1,20000,351,877,6601,6361,3528,501,1999,295,456,3497,81,136,43,170,86
1,20000,213,822,6591,6663,3784,503,2206,260,395,3450,86,165,103,111,85
1,20000,266,840,6564,6527,3562,526,2105,323,500,3421,66,972,15,77,39
1,20000,260,704,6507,6565,3574,502,2304,328,360,3075,53,143,38,94,71
1,20000,195,872,4795,4674,2668,265,1770,299,420,3392,93,139,61,130,86
1,20000,190,667,6364,6461,3507,572,2079,262,358,3291,110,200,37,128,59
1,20000,253,873,6405,6149,3550,568,2114,327,413,3452,58,889,39,94,34
1,20000,242,917,6398,6439,3737,526,2130,286,408,3540,68,188,78,97,53
1,20000,237,942,6650,6694,3611,571,1945,322,359,3097,43,117,45,122,33
1,20000,170,844,6655,6587,3708,584,2130,338,350,3362,109,137,66,141,32
1,20000,238,953,6401,6456,3781,524,2167,287,373,3548,94,121,112,110,32
1,20000,276,928,6243,6408,3362,480,1991,295,437,3233,74,117,0,98,28
1,20000,261,781,6481,6352,3842,600,1840,223,522,3192,53,959,50,92,43
1,20000,276,847,6491,6678,3613,458,1999,131,283,3187,104,165,80,122,50
1,20000,216,940,6485,6474,3722,604,1734,444,136,3253,85,172,46,141,50
1,20000,257,859,6266,6406,3309,553,1887,0,436,3460,81,770,13,66,21
1,20000,256,755,6394,6510,3617,571,1868,145,450,2981,95,937,48,83,52
1,20000,183,883,6120,6328,3960,431,1302,114,381,2660,68,135,51,97,61
